buurtcode,buurtnaam,wijkcode,gemeenteco,gemeentena,indelingsw,water,meestVoork,dekkingspe,omgevingsa,stedelijkh,bevolkings,aantalInwo,mannen,vrouwen,percentage,percenta_1,percenta_2,percenta_3,percenta_4,percenta_5,percenta_6,percenta_7,percenta_8,aantalHuis,percenta_9,percenta10,percenta11,gemiddelde,percenta12,percenta13,percenta14,percenta15,percGebInN,percGebI_1,percGebBui,percGebB_1,oppervlakt,oppervla_1,oppervla_2,jrstatcode,jaar,fuuid,max_overla,max_over_1,max_over_2,max_over_3,max_area,gm_code,gm_naam,gm_doel,doc_code,tvw_naam,doc_datum,doc_type,doc_status,doc_voorwa,doc_proces,doc_inhoud,bronvermel,pln_code,pln_naam,plansoort,startjaar,eindjaar,planstatus,planstat_1,planstat_2,techniekst,techniek_1,techniek_2,pln_voorwa,pln_doel,isolatiegr,isolatie_1,isolatie_2,installati,installa_1,installa_2,infrastruc,infrastr_1,infrastr_2,energiebro,energieb_1,energieb_2,energieb_3
BU00343102,Noorderplassen W.- Noord,WK003431,GM0034,Almere,"1",NEE,"1319","1","445","5","2071","1265","650","610","30","11","34","24","2","60","35","5","0","415","15","16","69",3.100000000000000,"66","6","28","66","3","17","3","11","68","61","6",2023BU00343102,"2023",buurten.5a8b7382-6048-45ed-9ac1-0f899ed07894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00343103,Noorderplassen W.-Oost,WK003431,GM0034,Almere,"1",NEE,"1319","1","651","4","6457","2185","1135","1045","24","12","31","25","8","58","35","6","2","815","25","22","53",2.700000000000000,"52","9","39","52","4","21","5","18","53","34","19",2023BU00343103,"2023",buurten.eaaddbea-4405-4b52-a57d-09dd6d276967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00343105,Noorderplassen W.-West,WK003431,GM0034,Almere,"1",NEE,"1319","1","623","4","2452","1640","830","810","31","9","33","22","4","57","39","3","0","505","9","19","72",3.200000000000000,"61","7","31","61","4","19","4","12","69","67","2",2023BU00343105,"2023",buurten.08427ff6-4997-4c80-a387-22d3373f44d3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346001,Europakwartier Oost (brt),WK003460,GM0034,Almere,"1",NEE,"1362","1","1473","3","1564","470","220","250","34","15","43","8","0","78","17","5","0","195","39","14","47",2.400000000000000,"35","5","60","35","3","43","2","17","30","30","0",2023BU00346001,"2023",buurten.65933e5c-db52-4917-818e-3e83124ed0db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346101,Europakwartier W.-Noord,WK003461,GM0034,Almere,"1",NEE,"1363","1","1837","2","10540","2535","1245","1290","21","8","51","15","5","67","26","6","1","1245","48","20","32",2.000000000000000,"35","11","54","35","3","28","8","26","26","24","2",2023BU00346101,"2023",buurten.ef910e88-5fcb-44ce-ab6e-8143c259e8bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346102,Europakwartier W.-Zuid,WK003461,GM0034,Almere,"1",NEE,"1363","1","1820","2","9802","1075","530","545","24","10","44","18","4","68","23","8","1","495","42","16","42",2.100000000000000,"32","8","59","32","3","29","6","30","12","11","1",2023BU00346102,"2023",buurten.b1a79bc7-1494-49af-abad-a50254d14bb6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346103,Europakwartier W.-West,WK003461,GM0034,Almere,"1",NEE,"1363","1","1764","2","9952","1205","555","645","15","8","45","20","12","61","30","8","1","650","42","33","26",1.800000000000000,"46","9","45","46","3","25","6","21","13","12","1",2023BU00346103,"2023",buurten.8d0e19ba-6100-49d8-8d8d-6e39f355a0d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346201,Columbuskwartier Noord,WK003462,GM0034,Almere,"1",NEE,"1363","1","1399","3","5428","1890","935","955","25","10","37","19","9","60","31","7","1","800","35","21","44",2.400000000000000,"40","8","53","40","3","29","5","23","36","35","1",2023BU00346201,"2023",buurten.48e78fc6-698b-473b-8fa2-21999541f81a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346202,Columbuskwartier Zuid,WK003462,GM0034,Almere,"1",NEE,"1363","1","1915","2","4650","1270","640","635","23","10","37","23","7","58","36","6","1","530","29","25","46",2.400000000000000,"40","10","50","40","4","27","6","24","27","27","0",2023BU00346202,"2023",buurten.ed360c3b-b4fa-44f3-977f-38056546634b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346301,Homeruskwartier Noord,WK003463,GM0034,Almere,"1",NEE,"1363","1","1497","3","6888","1525","770","755","28","11","38","19","5","60","35","5","1","540","24","19","57",2.800000000000000,"43","8","49","43","3","29","5","20","22","22","0",2023BU00346301,"2023",buurten.d678e18c-ad85-4a3c-94c2-fd41be33b04f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346302,Homeruskwartier Midden,WK003463,GM0034,Almere,"1",NEE,"1363","1","1412","3","6704","2545","1295","1250","26","11","41","18","4","65","29","5","1","1045","34","19","47",2.400000000000000,"36","10","54","36","3","31","7","23","39","38","1",2023BU00346302,"2023",buurten.1ea6ed10-d484-49f3-b32f-f5b7f1bd86b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346303,Homeruskwartier Oost,WK003463,GM0034,Almere,"1",NEE,"1363","1","1187","3","7247","1405","710","695","34","7","43","14","2","61","34","4","0","480","18","16","65",3.000000000000000,"42","7","51","42","3","30","3","21","21","19","1",2023BU00346303,"2023",buurten.e0f19fc1-40db-4efb-af60-9c32c47255ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346304,Homeruskwartier Zuid,WK003463,GM0034,Almere,"1",NEE,"1363","1","1837","2","10244","2420","1185","1230","26","10","44","16","4","65","26","8","1","1060","36","19","45",2.300000000000000,"36","10","54","36","3","31","7","23","26","24","3",2023BU00346304,"2023",buurten.da808f80-187e-44c3-b0f2-dfd805f2c423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346401,Olympiakwartier Oost (brt),WK003464,GM0034,Almere,"1",NEE,"1362","2","1003","3","-99999999","0","0","0","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","40","40","0",2023BU00346401,"2023",buurten.656f6a93-9855-4b09-96d2-d93a238d2fcd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346501,Olympiakwartier West (brt),WK003465,GM0034,Almere,"1",NEE,"1361","1","1278","3","7023","1320","620","700","31","10","46","11","2","67","27","5","0","515","25","22","54",2.600000000000000,"39","6","55","39","3","35","3","20","19","19","0",2023BU00346501,"2023",buurten.69ad89ae-bbdd-4801-9eca-ec9d715b2968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00346601,Duin Noord,WK003466,GM0034,Almere,"1",NEE,"1361","1","1421","3","1854","1255","615","640","30","7","41","19","3","62","33","5","0","470","25","16","59",2.700000000000000,"55","8","37","55","4","25","4","12","68","68","0",2023BU00346601,"2023",buurten.8fa830a7-d37b-4a2b-9899-03a46e379f2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00347201,Middenkant (brt),WK003472,GM0034,Almere,"1",NEE,"1362","1","1096","3","-99999999","0","0","5","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","5","-99999999","-99999999","-99999999",4.000000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","49","48","1",2023BU00347201,"2023",buurten.1419b7f8-78fe-41d4-b5fc-b9bbcb0e5f12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00347301,Lagekant (brt),WK003473,GM0034,Almere,"1",NEE,"1362","1","638","4","-99999999","0","0","0","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","19","19","0",2023BU00347301,"2023",buurten.1f99cdc8-13ae-4a3a-a654-88a9d91248bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370100,Stadskanaal Centrum,WK003701,GM0037,Stadskanaal,"1",NEE,"9501","1","1594","2","2349","1470","610","855","4","6","10","19","60","26","44","9","21","955","58","33","9",1.500000000000000,"86","10","4","86","3","2","7","2","66","63","3",2023BU00370100,"2023",buurten.5d3906bf-4486-4670-99ab-7afe9df33341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370101,Maarsstee,WK003701,GM0037,Stadskanaal,"1",NEE,"9501","2","1791","2","4522","1170","530","635","14","8","21","24","32","44","30","16","10","665","54","24","22",1.800000000000000,"78","5","17","78","3","6","3","11","26","26","0",2023BU00370101,"2023",buurten.1979d608-e4b7-4cfd-a0b3-5e85b145cf59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370102,Maarswold,WK003701,GM0037,Stadskanaal,"1",NEE,"9501","1","1583","2","4331","2130","925","1205","15","9","19","21","35","43","29","12","16","1045","49","24","28",1.900000000000000,"82","5","13","82","3","4","2","8","50","49","1",2023BU00370102,"2023",buurten.8db73ec6-18cb-4963-bfb0-b0d09e53c1e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370103,Maarsveld,WK003701,GM0037,Stadskanaal,"1",NEE,"9502","1","928","4","1392","2655","1275","1380","15","13","22","29","22","45","40","10","5","1230","35","31","34",2.200000000000000,"88","5","7","88","2","3","3","4","211","191","21",2023BU00370103,"2023",buurten.1068efb1-ae70-4978-979a-9aa7c58ad834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370104,De Hagen,WK003701,GM0037,Stadskanaal,"1",NEE,"9501","1","1294","3","4469","1220","595","625","15","10","21","27","27","42","39","12","7","600","44","27","29",2.000000000000000,"89","4","6","89","3","3","2","3","27","27","0",2023BU00370104,"2023",buurten.94931213-3462-44ac-bdc2-0545496a3bc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370105,Vogelwijk en De Borgen,WK003701,GM0037,Stadskanaal,"1",NEE,"9502","1","859","4","2508","2365","1170","1190","14","9","20","32","24","39","48","7","5","1095","33","36","31",2.200000000000000,"93","3","4","93","2","2","1","2","97","94","3",2023BU00370105,"2023",buurten.01ebf246-771f-4797-bb49-f28464126ad4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370106,Industriegebied Vleddermond,WK003701,GM0037,Stadskanaal,"1",NEE,"9502","1","429","5","153","360","190","175","18","12","24","30","16","46","44","7","3","155","26","38","36",2.400000000000000,"91","2","8","91","1","4","1","3","244","235","9",2023BU00370106,"2023",buurten.1d3c007b-4cea-420a-a835-337076a22336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370110,Stadskanaal Noord Centrum,WK003701,GM0037,Stadskanaal,"1",NEE,"9501","1","431","5","455","1570","805","760","16","11","26","28","19","50","37","9","4","735","38","30","32",2.100000000000000,"87","5","8","87","2","3","3","5","368","345","23",2023BU00370110,"2023",buurten.162e241a-0ac5-4248-a93e-9ced8c76d5ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370112,Waterland,WK003701,GM0037,Stadskanaal,"1",NEE,"9501","1","1104","3","2589","1240","635","610","15","15","15","36","18","40","52","4","4","450","12","38","50",2.700000000000000,"93","4","4","93","2","2","2","1","55","48","7",2023BU00370112,"2023",buurten.33da8109-2948-495d-819c-09575c95fc9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370203,Ceresdorp,WK003702,GM0037,Stadskanaal,"1",NEE,"9581","1","231","5","231","930","495","435","16","11","27","30","16","50","38","9","3","405","31","33","36",2.300000000000000,"92","4","3","92","2","1","2","2","407","402","5",2023BU00370203,"2023",buurten.0aa8d7c7-1095-4aac-8fad-0f9e696a0f02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370300,Onstwedde,WK003703,GM0037,Stadskanaal,"1",NEE,"9591","1","261","5","805","1985","960","1025","16","11","18","28","27","39","46","7","8","860","34","33","33",2.200000000000000,"95","3","2","95","1","1","1","2","247","247","1",2023BU00370300,"2023",buurten.eacc8db1-c157-4497-9d12-956dbd98196c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370301,Holte,WK003703,GM0037,Stadskanaal,"1",NEE,"9591","1","29","5","1109","135","65","70","19","13","26","26","16","46","45","8","2","45","11","49","40",2.800000000000000,"95","4","2","95","2","1","2","1","12","12","0",2023BU00370301,"2023",buurten.aae4ad81-1e41-4833-97f2-db571efe26f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370400,Mussel,WK003704,GM0037,Stadskanaal,"1",NEE,"9584","1","90","5","290","985","515","475","20","13","22","28","17","43","49","4","4","370","23","37","40",2.600000000000000,"95","1","5","95","1","2","0","3","341","341","1",2023BU00370400,"2023",buurten.139abfc6-1ae0-46a0-ac1a-36cb9ce81653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370402,Vledderveen,WK003704,GM0037,Stadskanaal,"1",NEE,"9585","1","21","5","105","300","150","145","14","9","18","35","24","41","50","5","4","120","20","45","35",2.500000000000000,"92","4","4","92","3","2","1","2","284","284","0",2023BU00370402,"2023",buurten.a4e8f48c-5cfc-4b4e-a3f9-97102c343d46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00370500,Alteveer,WK003705,GM0037,Stadskanaal,"1",NEE,"9661","1","102","5","417","910","475","430","14","13","21","31","20","43","42","9","7","400","29","34","37",2.300000000000000,"93","4","3","93","3","1","1","2","219","218","1",2023BU00370500,"2023",buurten.b80e484e-997e-45db-a418-43ace22097cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU00720007,Industriehaven en omgeving,WK007200,GM0072,Harlingen,"1",NEE,"8861","1","128","5","-99999999","0","0","0","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","39","39","0",2023BU00720007,"2023",buurten.cc80ab56-c891-48ec-955d-12876841bc23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060000,Brinkkwartier,WK010600,GM0106,Assen,"3",NEE,"9401","1","2570","1","4967","380","215","160","4","31","32","17","15","69","14","12","5","290","77","15","8",1.300000000000000,"64","11","25","64","2","9","9","17","8","8","0",2023BU01060000,"2023",buurten.208499cf-775e-480c-80a1-03476a7517cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060001,Erfgoedkwartier,WK010600,GM0106,Assen,"3",NEE,"9401","1","2474","2","541","30","20","15","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","15","59","24","18",1.800000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","6","6","0",2023BU01060001,"2023",buurten.a91578b8-c529-497e-8349-7e7973a4db1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060002,Overcingel,WK010600,GM0106,Assen,"3",NEE,"9401","1","2500","1","2217","440","190","250","4","4","8","20","65","20","48","14","18","285","55","38","7",1.500000000000000,"88","4","8","88","3","4","1","4","20","20","0",2023BU01060002,"2023",buurten.62232dee-42f9-4345-9bb3-d713c4a76dba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060003,Oranjebuurt,WK010600,GM0106,Assen,"3",NEE,"9401","1","2686","1","4462","930","425","505","8","14","26","22","30","48","33","12","7","545","55","31","14",1.600000000000000,"84","6","10","84","3","6","4","4","21","21","0",2023BU01060003,"2023",buurten.d92af953-c839-40f6-8f83-28fc37478b49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060004,Galgenveld,WK010600,GM0106,Assen,"3",NEE,"9401","1","2803","1","8359","885","440","445","6","18","30","20","25","58","22","13","7","605","68","22","10",1.400000000000000,"75","7","17","75","3","7","5","10","11","11","0",2023BU01060004,"2023",buurten.7c8ad0f4-de0d-468a-8383-7400df5c423c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060009,Asserbos,WK010600,GM0106,Assen,"3",NEE,"9401","1","987","4","44","55","25","25","16","15","35","20","15","49","38","11","2","30","57","27","17",1.800000000000000,"69","2","29","69","0","4","2","25","126","126","0",2023BU01060009,"2023",buurten.55f50281-3763-4224-8d27-a9413188caef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060010,De Esch,WK010600,GM0106,Assen,"1",NEE,"9401","1","1843","2","5252","690","330","360","10","8","16","32","35","40","42","10","8","345","39","37","24",2.000000000000000,"90","6","4","90","2","3","4","2","13","13","0",2023BU01060010,"2023",buurten.3642cba0-56c2-4328-8842-e9abea9e1e37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060011,Bomenbuurt,WK010600,GM0106,Assen,"3",NEE,"9401","1","1810","2","3080","520","245","275","8","8","11","33","40","36","42","13","8","290","51","31","18",1.800000000000000,"88","3","10","88","2","4","1","6","17","17","0",2023BU01060011,"2023",buurten.b326c724-7a78-4427-8381-7dea167b8f68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060012,Zuiderpark,WK010600,GM0106,Assen,"3",NEE,"9401","1","510","4","897","345","180","165","12","9","17","32","30","39","44","10","7","135","35","37","27",2.100000000000000,"87","2","11","87","1","6","1","5","39","39","0",2023BU01060012,"2023",buurten.730ca54b-abaa-4065-9de5-e0d1335b63a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060201,Dichtershof,WK010602,GM0106,Assen,"3",NEE,"9402","1","2286","2","3801","670","305","370","12","6","17","22","43","36","38","11","15","380","52","30","17",1.700000000000000,"85","7","8","85","4","4","2","4","18","18","0",2023BU01060201,"2023",buurten.79fe5e02-cba1-4c8e-8d95-cb2d9f1f5ed2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060205,Componistenbuurt Oost,WK010602,GM0106,Assen,"3",NEE,"9402","1","1897","2","5448","2205","1070","1140","17","11","21","28","23","49","34","11","6","1045","42","25","32",2.100000000000000,"72","4","24","72","2","11","2","13","40","40","0",2023BU01060205,"2023",buurten.af13a2ca-91d2-412f-bd08-ef3f058a3ac5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060302,Houtlaan,WK010603,GM0106,Assen,"3",NEE,"9403","1","523","4","1929","335","175","160","10","13","7","48","22","36","56","6","2","135","12","52","36",2.500000000000000,"91","3","6","91","1","2","2","4","17","17","0",2023BU01060302,"2023",buurten.558e3c25-5fae-41fd-a9d4-c0d735b9ef7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060303,Vreebergen/Amelterhout,WK010603,GM0106,Assen,"3",NEE,"9403","1","750","4","1588","455","220","235","13","12","13","30","33","35","54","6","5","200","22","46","32",2.300000000000000,"91","3","6","91","2","3","1","3","29","29","0",2023BU01060303,"2023",buurten.f30cf450-06da-42e4-984d-dfb1845530b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060304,Schildersbuurt,WK010603,GM0106,Assen,"3",NEE,"9403","1","1916","2","5577","1255","610","650","17","12","27","25","19","54","33","11","2","615","41","27","31",2.000000000000000,"83","4","13","83","2","6","3","6","23","23","0",2023BU01060304,"2023",buurten.96cd6f4b-13c8-4354-8425-2c90719b26fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060305,Vredeveld Noord,WK010603,GM0106,Assen,"3",NEE,"9404","1","1954","2","4560","1875","945","930","11","11","29","26","23","56","30","9","5","1095","53","26","20",1.700000000000000,"86","6","8","86","3","4","3","4","41","41","0",2023BU01060305,"2023",buurten.871612fd-7d9f-4bb0-860e-9f02e6af44bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060306,Sluisdennen,WK010603,GM0106,Assen,"3",NEE,"9404","1","1125","3","777","335","145","190","3","2","8","16","71","18","49","6","27","150","40","54","6",1.700000000000000,"86","4","10","86","3","2","1","7","43","43","0",2023BU01060306,"2023",buurten.bd84cd9f-462c-449d-b293-470678b77e82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060307,Vredeveld Zuid,WK010603,GM0106,Assen,"3",NEE,"9404","1","1272","3","5094","2305","1090","1215","13","9","25","25","28","49","32","12","7","1265","53","24","23",1.800000000000000,"82","3","14","82","2","5","2","9","45","45","0",2023BU01060307,"2023",buurten.bb9a720a-cfae-42f5-902c-39bd56845c35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060308,De Dorpen,WK010603,GM0106,Assen,"3",NEE,"9404","1","1800","2","5003","1155","585","570","13","9","25","26","27","52","29","14","5","645","53","23","24",1.800000000000000,"82","5","13","82","2","5","3","8","23","23","0",2023BU01060308,"2023",buurten.1197eed6-755a-4a02-af07-8c4a73eacbdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060309,GGZ-terrein,WK010603,GM0106,Assen,"3",NEE,"9404","1","937","4","597","310","225","90","0","3","35","34","28","71","5","17","6","15","100","0","0",1.000000000000000,"72","6","22","72","3","10","3","12","53","52","1",2023BU01060309,"2023",buurten.33fdab74-d8ba-45ce-8b20-1545e22161f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060310,Park Diepstroeten,WK010603,GM0106,Assen,"3",NEE,"9404","1","293","5","2955","1080","555","530","24","7","35","24","9","51","43","5","1","415","19","31","50",2.600000000000000,"89","3","8","89","2","5","1","2","37","37","0",2023BU01060310,"2023",buurten.44eb18fc-e7de-4bb5-86f8-4eb1595f090b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060311,Vanboeijen,WK010603,GM0106,Assen,"3",NEE,"9404","1","562","4","1090","235","150","85","3","6","23","29","38","98","0","1","0","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"89","2","9","89","1","4","1","5","22","22","1",2023BU01060311,"2023",buurten.281eceb6-7d14-4445-8d31-ddba0a94a44e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060500,De Maten,WK010605,GM0106,Assen,"3",NEE,"9405","1","298","5","633","370","230","140","23","18","44","15","0","62","33","4","1","5","-99999999","-99999999","-99999999",2.000000000000000,"1","5","94","1","0","6","5","88","58","58","0",2023BU01060500,"2023",buurten.9618d285-a643-40e7-9a02-b510fc16440e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060501,De Boskamp,WK010605,GM0106,Assen,"3",NEE,"9405","2","182","5","-99999999","5","5","5","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","5","-99999999","-99999999","-99999999",2.700000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","68","67","1",2023BU01060501,"2023",buurten.ce96319f-5980-41d0-930a-8af489de4e48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060502,Baggelhuizen Zuid,WK010605,GM0106,Assen,"3",NEE,"9405","1","426","5","2275","1185","570","610","14","13","19","29","25","43","42","10","6","550","32","33","35",2.100000000000000,"78","16","6","78","2","3","14","3","52","52","0",2023BU01060502,"2023",buurten.9dffc58e-bb6a-4c40-a576-1337e9b340de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060503,Baggelhuizen Midden,WK010605,GM0106,Assen,"3",NEE,"9405","1","565","4","4154","1655","805","845","15","13","22","29","22","46","36","12","5","775","38","26","36",2.100000000000000,"85","5","10","85","3","6","2","4","40","40","0",2023BU01060503,"2023",buurten.33630cb8-d67b-4716-9405-3da4e37614a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060504,Baggelhuizen Noord,WK010605,GM0106,Assen,"3",NEE,"9405","1","560","4","3268","720","330","395","20","17","20","26","17","55","27","13","4","325","39","18","43",2.200000000000000,"66","5","29","66","2","12","3","17","22","22","0",2023BU01060504,"2023",buurten.b6ae68e5-71de-430e-bb60-e839bb1c0a8d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060508,Westerpark,WK010605,GM0106,Assen,"3",NEE,"9405","1","901","4","1481","550","280","275","7","9","9","29","47","24","64","5","7","265","24","55","21",2.100000000000000,"91","4","5","91","3","3","1","2","37","37","0",2023BU01060508,"2023",buurten.9e899c0a-3410-49ea-b5c4-582b7b85948a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060509,Sportpark Stadsbroek,WK010605,GM0106,Assen,"3",NEE,"9405","2","529","4","-99999999","0","0","0","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","0","-99999999","-99999999","-99999999",-99999999.000000000000000,"-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","-99999999","44","44","0",2023BU01060509,"2023",buurten.d4890add-f4b9-495c-8aac-f64904369e9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060600,De Venen/De Wallen,WK010606,GM0106,Assen,"3",NEE,"9407","1","1520","2","3871","970","500","470","17","11","24","27","21","47","41","8","4","450","36","32","33",2.100000000000000,"79","4","17","79","3","9","2","8","25","25","0",2023BU01060600,"2023",buurten.3a738ca9-ac2f-48b6-9464-d90d9ce16954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BU01060602,De Landen/De Akkers,WK010606,GM0106,Assen,"3",NEE,"9407","1","1414","3","5649","2215","1065","1145","16","13","26","28","17","49","37","10","4","1065","41","27","32",2.100000000000000,"84","5","11","84","2","5","3","6","39","39","0",2023BU01060602,"2023",buurten.88f355f7-834f-4247-8b5f-bcf17dcb74f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
